model,term,is_intercept,effect_scale,hr,lo,hi,p_dir,rhat
Bayes-M4-med,Intercept,TRUE,hazard ratio,0.04104193636769464,0.03207213847221128,0.05106411343387671,NA,1.00109541967967
Bayes-M8-med,Intercept,TRUE,hazard ratio,0.06134489672222824,0.047858375494782134,0.07686594670351639,NA,1.00300868952347
Bayes-M10-med,Intercept,TRUE,hazard ratio,0.11225621751773622,0.08857092114000399,0.14019683466878133,NA,1.0103675917485437
Bayes-M17-med,Intercept,TRUE,hazard ratio,0.08666724185596078,0.06827789968367234,0.10818821673100829,NA,1.0004198949469796
Bayes-M17-geo,Intercept,TRUE,hazard ratio,0.048782358010495255,0.026217767194587363,0.0852023372647727,NA,1.004704964456777
Bayes-M17-geo,log_pop,FALSE,hazard ratio,0.6708441767360892,0.5328364666183973,0.8706836139014887,0.0045,1.004704964456777
Bayes-M17-geo,ccvi,FALSE,hazard ratio,1.702819108063797,1.2322625428087464,2.4547487975546627,0.998,1.004704964456777
Bayes-M17-geo,d_min,FALSE,hazard ratio,0.6835112904841274,0.5147016618752066,0.8778146176186187,0.0055,1.004704964456777
Bayes-M17-dist-med,Intercept,TRUE,hazard ratio,0.08734951455764386,0.06881499949607178,0.10904049836004909,NA,1.000417686404427
Bayes-M17-dist-geo,Intercept,TRUE,hazard ratio,0.06963040875368848,0.039419572363192545,0.11672069539532934,NA,1.0025338287864898
Bayes-M17-dist-geo,log_pop,FALSE,hazard ratio,0.7143198355171676,0.5506668224073937,0.9256879442254728,0.0155,1.0025338287864898
Bayes-M17-dist-geo,ccvi,FALSE,hazard ratio,1.7293479073582523,1.2344880102255138,2.4963164772372015,0.9965,1.0025338287864898
Bayes-M17-dist-geo,d_min,FALSE,hazard ratio,0.8341353648698585,0.640752315997623,1.0596814424046441,0.1085,1.0025338287864898
Bayes-M8-geo,Intercept,TRUE,hazard ratio,0.03192955720012465,0.0171181048196241,0.053651571152371444,NA,1.0018641795711967
Bayes-M8-geo,log_pop,FALSE,hazard ratio,0.62346971081967,0.49493995502603566,0.8048044555161832,0,1.0018641795711967
Bayes-M8-geo,ccvi,FALSE,hazard ratio,1.7093568523671803,1.231032143693448,2.493958125955731,0.996,1.0018641795711967
Bayes-M8-geo,d_min,FALSE,hazard ratio,0.6467283150868205,0.4921237033801801,0.832518237371101,0.001,1.0018641795711967
Bayes-M4-geo,Intercept,TRUE,hazard ratio,0.020897401665477676,0.01141158125738294,0.03501407876031928,NA,1.0034969122895472
Bayes-M4-geo,log_pop,FALSE,hazard ratio,0.6013162691865468,0.4654997354291451,0.7670682293600205,0,1.0034969122895472
Bayes-M4-geo,ccvi,FALSE,hazard ratio,1.5769470384508213,1.108050148130789,2.3236385708738116,0.98,1.0034969122895472
Bayes-M4-geo,d_min,FALSE,hazard ratio,0.6492627220491376,0.4938382200474941,0.830048800827202,5e-4,1.0034969122895472
Bayes-M10-geo,Intercept,TRUE,hazard ratio,0.0867491010718377,0.04815092327320145,0.1517287990242061,NA,1.0037397679241868
Bayes-M10-geo,log_pop,FALSE,hazard ratio,0.7027506670953867,0.5571968880890393,0.889763904921729,0.008,1.0037397679241868
Bayes-M10-geo,ccvi,FALSE,hazard ratio,1.7564298313444495,1.2801460933057422,2.5293196004243796,0.997,1.0037397679241868
Bayes-M10-geo,d_min,FALSE,hazard ratio,0.8104100418066742,0.6231528794385788,1.0457756689443225,0.0795,1.0037397679241868
Bayes-M4-dist,Intercept,TRUE,hazard ratio,0.05882497324177427,0.04661709647895478,0.07276263872470112,NA,1.0057478680773375
Bayes-M4-dist-geo,Intercept,TRUE,hazard ratio,0.04296301300407147,0.022536211583470023,0.07368435105621765,NA,1.0046238195671304
Bayes-M4-dist-geo,log_pop,FALSE,hazard ratio,0.6625548070779262,0.526431819675682,0.8501111894366012,0.0025,1.0046238195671304
Bayes-M4-dist-geo,ccvi,FALSE,hazard ratio,1.3673885939288368,0.9190228043824414,2.083442870120513,0.8955,1.0046238195671304
Bayes-M4-dist-geo,d_min,FALSE,hazard ratio,0.8164783979057395,0.6122305990598591,1.0615148693660552,0.11,1.0046238195671304
Bayes-M8-dist,Intercept,TRUE,hazard ratio,0.07777453690621272,0.06162450565364113,0.0977127428584365,NA,1.0004996093965361
Bayes-M8-dist-geo,Intercept,TRUE,hazard ratio,0.0486296728148856,0.026251749783273385,0.08182954973172026,NA,1.003590024064752
Bayes-M8-dist-geo,log_pop,FALSE,hazard ratio,0.7161877722800779,0.5671596796735856,0.9223206680841978,0.016,1.003590024064752
Bayes-M8-dist-geo,ccvi,FALSE,hazard ratio,1.6908350229642943,1.2037704228628112,2.488749018146577,0.9945,1.003590024064752
Bayes-M8-dist-geo,d_min,FALSE,hazard ratio,0.7403891816896344,0.5628595322085379,0.9395862477589113,0.0165,1.003590024064752
Bayes-M10-dist,Intercept,TRUE,hazard ratio,0.08968672683030822,0.07117397659070643,0.11299166503923276,NA,1.0003307762616769
Bayes-M10-dist-geo,Intercept,TRUE,hazard ratio,0.10597574361318034,0.059865984810708185,0.17611281976639212,NA,1.003284188936006
Bayes-M10-dist-geo,log_pop,FALSE,hazard ratio,0.7254296772907656,0.5672447138630785,0.9383218543392707,0.0165,1.003284188936006
Bayes-M10-dist-geo,ccvi,FALSE,hazard ratio,1.8347954950803813,1.3389060045662082,2.704795249040842,0.999,1.003284188936006
Bayes-M10-dist-geo,d_min,FALSE,hazard ratio,1.0027968430502754,0.7805861118840248,1.2597650657143458,0.51,1.003284188936006
