health_zone,province,horizon,was_active_before,p_case_invasion,p_case_lo,p_case_hi,p_median,rank_med,rank_lo,rank_hi,mu_forecast,rr_nat,rr_nat_rank,rr01_nat,rr_ituri,rr_ituri_rank,rr_nordkivu,rr_nordkivu_rank,rr_hautuele,rr_hautuele_rank,V,priority,priority_rank,surveillance_gap,healthcare_gap,access_gap,social_vulnerability,healthcare_travel_min,method
Mimia,Mai-Ndombe,1,FALSE,1e-4,0,1e-4,1e-4,452,452,452,1e-4,0.0052,452,1e-4,NA,NA,NA,NA,NA,NA,0.4841,2e-4,449,0.9614,0.0521,0,0.9228,0,Bayes-M10-med
Irebu,Equateur,1,FALSE,0,0,0,0,456,456,456,0,0.003,456,1e-4,NA,NA,NA,NA,NA,NA,0.5473,1e-4,450,0.9305,0.6776,0,0.5811,0,Bayes-M10-med
Lilanga Bobangi,Equateur,1,FALSE,0,0,0,0,454,454,454,0,0.0038,454,1e-4,NA,NA,NA,NA,NA,NA,0.4117,1e-4,451,0.9382,0.2664,0,0.4421,0,Bayes-M10-med
Kamalondo,Haut-Katanga,1,FALSE,0,0,0,0,455,455,455,0,0.0035,455,1e-4,NA,NA,NA,NA,NA,NA,0.0352,0,457,0.029,0.0019,0,0.11,0,Bayes-M10-med
Kowe,Haut-Katanga,1,FALSE,0,0,0,0,453,453,453,0,0.0039,453,1e-4,NA,NA,NA,NA,NA,NA,0.07,0,456,0.0714,0.0811,0,0.1274,0,Bayes-M10-med
Kitona,Kongo-Central,1,FALSE,0,0,0,0,457,457,457,0,0.0022,457,0,NA,NA,NA,NA,NA,NA,0.293,0,455,0.5907,0.5792,0,0.0019,0,Bayes-M10-med
Bokoro,Mai-Ndombe,1,FALSE,0,0,0,0,458.5,458.5,458.5,0,0,458,0,NA,NA,NA,NA,NA,NA,0.471,0,458,0.6873,0.5097,0,0.6873,0,Bayes-M10-med
Idjwi,Sud-Kivu,1,FALSE,0,0,0,0,458.5,458.5,458.5,0,0,458,0,NA,NA,NA,NA,NA,NA,0.3007,0,459,0.2992,0.8224,0,0.0811,0,Bayes-M10-med
Buta,Bas-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7225,NA,NA,0.9749,0.9923,0,0.9228,0,Bayes-M10-med
Ganga,Bas-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7218,NA,NA,0.9672,0.9556,0,0.9643,0,Bayes-M10-med
Viadana,Bas-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6846,NA,NA,0.9131,0.9788,0,0.8465,0,Bayes-M10-med
Boma Mangbetu,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4122,NA,NA,0.2857,0.5039,0,0.8591,0,Bayes-M10-med
Gombari,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5772,NA,NA,0.9633,0.8012,0,0.5444,0,Bayes-M10-med
Isiro,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5253,NA,NA,0.39,0.7587,0,0.9527,0,Bayes-M10-med
Pawa,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4315,NA,NA,0.2934,0.5734,0,0.8591,0,Bayes-M10-med
Rungu,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6474,NA,NA,0.8224,0.8031,0,0.9643,0,Bayes-M10-med
Wamba,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4817,NA,NA,0.6737,0.4363,0,0.8166,0,Bayes-M10-med
Adja,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2645,NA,NA,0.249,0.4286,0,0.3803,0,Bayes-M10-med
Ariwara,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2862,NA,NA,0.1988,0.6988,0,0.2471,0,Bayes-M10-med
Aru,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3528,NA,NA,0.3012,0.8417,0,0.2683,0,Bayes-M10-med
Aungba,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3354,NA,NA,0.3108,0.6564,0,0.3745,0,Bayes-M10-med
Kambala,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347,NA,NA,0.3668,0.612,0,0.4093,0,Bayes-M10-med
Logo,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2384,NA,NA,0.1757,0.5927,0,0.1853,0,Bayes-M10-med
Mahagi,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2292,NA,NA,0.1718,0.6004,0,0.1448,0,Bayes-M10-med
Rimba,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,0.2008,0.7124,0,0.3108,0,Bayes-M10-med
Bambu,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2399,NA,NA,0.2046,0.4691,0,0.2857,0,Bayes-M10-med
Boga,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264,NA,NA,0.3861,0.36870000000000003,0,0.3012,0,Bayes-M10-med
Bunia,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2326,NA,NA,0.1178,0.5637,0,0.249,0,Bayes-M10-med
Damas,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3224,NA,NA,0.4479,0.3282,0,0.5135,0,Bayes-M10-med
Drodro,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2674,NA,NA,0.2066,0.5907,0,0.2722,0,Bayes-M10-med
Fataki,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3185,NA,NA,0.2259,0.7201,0,0.3282,0,Bayes-M10-med
Gety,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2592,NA,NA,0.3359,0.2973,0,0.4035,0,Bayes-M10-med
Kilo,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1448,NA,NA,0.2201,0.0502,0,0.3089,0,Bayes-M10-med
Komanda,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2341,NA,NA,0.3089,0.1197,0,0.5077,0,Bayes-M10-med
Lita,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,0.2761,0.7046,0,0.2432,0,Bayes-M10-med
Lolwa,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3205,NA,NA,0.6429,0,0,0.639,0,Bayes-M10-med
Mambasa,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4324,NA,NA,0.8842,0.2625,0,0.583,0,Bayes-M10-med
Mandima,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2659,NA,NA,0.4846,0.2896,0,0.2896,0,Bayes-M10-med
Mangala,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3021,NA,NA,0.305,0.6158,0,0.2876,0,Bayes-M10-med
Mongbwalu,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2616,NA,NA,0.4112,0.1834,0,0.4517,0,Bayes-M10-med
Nia Nia,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2978,NA,NA,0.666,0.0212,0,0.5039,0,Bayes-M10-med
Nizi,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1771,NA,NA,0.1544,0.3378,0,0.2162,0,Bayes-M10-med
Nyankunde,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2514,NA,NA,0.2838,0.2432,0,0.4788,0,Bayes-M10-med
Rwampara,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319,NA,NA,0.2375,0.7452,0,0.2934,0,Bayes-M10-med
Tchomia,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1998,NA,NA,0.2104,0.3745,0,0.2143,0,Bayes-M10-med
Beni,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1559,NA,NA,0.1525,0.2297,0,0.2413,0,Bayes-M10-med
Biena,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2013,NA,NA,0.251,0.166,0,0.388,0,Bayes-M10-med
Butembo,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1829,NA,NA,0.1139,0.388,0,0.2297,0,Bayes-M10-med
Kalunguta,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1559,NA,NA,0.195,0.2066,0,0.222,0,Bayes-M10-med
Katwa,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1998,NA,NA,0.0869,0.4846,0,0.2278,0,Bayes-M10-med
Kyondo,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3238,NA,NA,0.2954,0.7973,0,0.2027,0,Bayes-M10-med
Lubero,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4585,NA,NA,0.5734,0.9382,0,0.3224,0,Bayes-M10-med
Mabalako,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1573,NA,NA,0.1931,0.2046,0,0.2317,0,Bayes-M10-med
Manguredjipa,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3475,NA,NA,0.778,0.0579,0,0.5541,0,Bayes-M10-med
Masereka,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36870000000000003,NA,NA,0.2548,0.9807,0,0.2394,0,Bayes-M10-med
Musienene,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319,NA,NA,0.2645,0.7317,0,0.2799,0,Bayes-M10-med
Mutwanga,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2408,NA,NA,0.2606,0.4672,0,0.2355,0,Bayes-M10-med
Oicha,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3364,NA,NA,0.3243,0.7606,0,0.2606,0,Bayes-M10-med
Vuhovi,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2611,NA,NA,0.2027,0.6178,0,0.2239,0,Bayes-M10-med
Goma,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2669,NA,NA,0.1274,0.8977,0,0.0425,0,Bayes-M10-med
Miti Murhesa,Sud-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3277,NA,NA,0.2355,0.9131,0,0.1622,0,Bayes-M10-med
Bafwasende,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4546,NA,NA,0.9073,0.2413,0,0.6699,0,Bayes-M10-med
Kabondo,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,0.1911,0.2722,0,0.2568,0,Bayes-M10-med
Lubunga (Tshopo),Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2288,NA,NA,0.2452,0.3436,0,0.3263,0,Bayes-M10-med
Makiso Kisangani,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2355,NA,NA,0.1332,0.5309,0,0.278,0,Bayes-M10-med
Mangobo,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2061,NA,NA,0.0792,0.4382,0,0.3069,0,Bayes-M10-med
Tshopo,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2466,NA,NA,0.361,0.334,0,0.2915,0,Bayes-M10-med
Wanierukula,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473,NA,NA,0.8436,0.5521,0,0.4961,0,Bayes-M10-med
Rethy,Ituri,2,FALSE,0.8242,0.744,0.8949,0.827,1,1,1,1.774,90.5731,1,1,4.7019,1,NA,NA,NA,NA,0.2703,1,1,0.2143,0.6081,0,0.2587,0,Bayes-M10-med
Watsa,Haut-Uele,2,FALSE,0.4546,0.3724,0.5412,0.453,2,2,2,0.6107,31.1779,2,0.5515,NA,NA,NA,NA,3.0871,1,0.4797,0.9789,2,0.7297,0.8436,0,0.3456,0,Bayes-M10-med
Nyarambe,Ituri,2,FALSE,0.3117,0.2533,0.3763,0.3104,3,3,3,0.3751,19.1506,3,0.3782,0.9941,2,NA,NA,NA,NA,0.1805,0.2526,11,0.1699,0.4595,0,0.0927,0,Bayes-M10-med
Kayna,Nord-Kivu,2,FALSE,0.3066,0.2481,0.3705,0.3052,4,4,4,0.3676,18.768,4,0.372,NA,NA,3.723,1,NA,NA,0.3113,0.4284,6,0.2278,0.6332,0,0.3842,0,Bayes-M10-med
Biringi,Ituri,2,FALSE,0.2396,0.1914,0.2933,0.238,5,5,5,0.2747,14.0256,5,0.2907,0.7281,3,NA,NA,NA,NA,0.3494,0.3758,7,0.3958,0.4865,0,0.5154,0,Bayes-M10-med
Dungu,Haut-Uele,2,FALSE,0.2133,0.1681,0.2643,0.2116,6,6,6,0.2406,12.2851,6,0.2588,NA,NA,NA,NA,1.2164,2,0.5275,0.5051,4,0.8726,0.5598,0,0.6776,0,Bayes-M10-med
Makoro,Haut-Uele,2,FALSE,0.1902,0.1505,0.2347,0.1888,7,7,7,0.2115,10.797,7,0.2308,NA,NA,NA,NA,1.0691,3,0.3822,0.3264,8,0.556,0.5483,0,0.4247,0,Bayes-M10-med
Rutshuru,Nord-Kivu,2,FALSE,0.1762,0.1402,0.2171,0.175,8,8,10,0.1942,9.9165,8,0.2138,NA,NA,1.9671,2,NA,NA,0.3721,0.2943,9,0.4093,0.9942,0,0.0849,0,Bayes-M10-med
Niangara,Haut-Uele,2,FALSE,0.1754,0.1368,0.2187,0.1738,9,9,10,0.1933,9.868,9,0.2128,NA,NA,NA,NA,0.9771,4,0.5512,0.4339,5,0.8031,0.4324,0,0.9691,0,Bayes-M10-med
Poko,Bas-Uele,2,FALSE,0.1742,0.1319,0.2233,0.1718,10,8,12,0.1919,9.799,10,0.2113,NA,NA,NA,NA,NA,NA,0.7271,0.5685,3,0.9923,0.9517,0,0.9643,0,Bayes-M10-med
Karisimbi,Nord-Kivu,2,FALSE,0.1701,0.1349,0.2096,0.169,11,9,11,0.1868,9.5381,11,0.2064,NA,NA,1.8921,3,NA,NA,0.1597,0.122,21,0.0907,0.5154,0,0.0328,0,Bayes-M10-med
Angumu,Ituri,2,FALSE,0.1608,0.1275,0.1984,0.1597,12,11,12,0.1756,8.9664,12,0.1951,0.4655,4,NA,NA,NA,NA,0.11,0.0794,31,0.1641,0.1641,0,0.112,0,Bayes-M10-med
Nyiragongo,Nord-Kivu,2,FALSE,0.1418,0.112,0.1756,0.1409,13,13,13,0.1532,7.8215,13,0.1721,NA,NA,1.5516,4,NA,NA,0.2891,0.184,14,0.2432,0.8764,0,0.0367,0,Bayes-M10-med
Alimbongo,Nord-Kivu,2,FALSE,0.1385,0.1094,0.1717,0.1375,14,14,15,0.1494,7.6263,14,0.1681,NA,NA,1.5128,5,NA,NA,0.4262,0.265,10,0.5849,0.7471,0,0.3726,0,Bayes-M10-med
Linga,Ituri,2,FALSE,0.1307,0.1006,0.1648,0.1293,15,14,16,0.1403,7.164,15,0.1586,0.3719,5,NA,NA,NA,NA,0.2148,0.126,20,0.1969,0.3417,0,0.3205,0,Bayes-M10-med
Rwanguba,Nord-Kivu,2,FALSE,0.1237,0.0975,0.1534,0.1227,16,15,17,0.1322,6.749,16,0.15,NA,NA,1.3388,6,NA,NA,0.2442,0.1356,16,0.2085,0.7027,0,0.0656,0,Bayes-M10-med
Jiba,Ituri,2,FALSE,0.121,0.0924,0.1537,0.1196,17,16,19,0.1292,6.5985,17,0.1469,0.3425,6,NA,NA,NA,NA,0.1651,0.0897,29,0.1815,0.1274,0,0.3514,0,Bayes-M10-med
Kibirizi,Nord-Kivu,2,FALSE,0.1184,0.0935,0.1471,0.1175,18,17,18,0.1262,6.4453,18,0.1437,NA,NA,1.2786,7,NA,NA,0.4175,0.222,12,0.5405,0.8552,0,0.2741,0,Bayes-M10-med
Kirotshe,Nord-Kivu,2,FALSE,0.1156,0.0911,0.1436,0.1148,19,18,19,0.1231,6.2827,19,0.1403,NA,NA,1.2463,8,NA,NA,0.3842,0.1994,13,0.3764,0.9961,0,0.1641,0,Bayes-M10-med
Kamango,Nord-Kivu,2,FALSE,0.0897,0.07,0.1123,0.0889,20,20,20,0.0941,4.8025,20,0.1088,NA,NA,0.9527,9,NA,NA,0.4373,0.176,15,0.6583,0.917,0,0.1737,0,Bayes-M10-med
Adi,Ituri,2,FALSE,0.0755,0.0575,0.0961,0.0745,21,21,21,0.0786,4.0109,21,0.0916,0.2082,7,NA,NA,NA,NA,0.3977,0.1347,17,0.2587,0.7104,0,0.6216,0,Bayes-M10-med
Bambo,Nord-Kivu,2,FALSE,0.0685,0.0536,0.0855,0.0679,22,22,25,0.071,3.6243,22,0.0831,NA,NA,0.7189,10,NA,NA,0.3962,0.1218,22,0.5521,0.9073,0,0.1255,0,Bayes-M10-med
Laybo,Ituri,2,FALSE,0.0683,0.0527,0.0864,0.0676,23,22,24,0.0708,3.6173,23,0.0829,0.1878,8,NA,NA,NA,NA,0.3393,0.1041,24,0.3069,0.556,0,0.4942,0,Bayes-M10-med
Faradje,Haut-Uele,2,FALSE,0.067,0.0517,0.0846,0.0663,24,24,26,0.0694,3.5434,24,0.0813,NA,NA,NA,NA,0.3509,5,0.4474,0.1345,18,0.7606,0.666,0,0.3629,0,Bayes-M10-med
Nsele,Kinshasa,2,FALSE,0.0665,0.0519,0.0832,0.0659,25,23,26,0.0688,3.5142,25,0.0806,NA,NA,NA,NA,NA,NA,0.1583,0.0472,43,0.139,0.3996,0,0.0946,0,Bayes-M10-med
Banalia,Tshopo,2,FALSE,0.0664,0.051,0.0841,0.0657,26,24,28,0.0688,3.5125,26,0.0806,NA,NA,NA,NA,NA,NA,0.4242,0.1265,19,0.7799,0.1178,0,0.7992,0,Bayes-M10-med
Gombe,Kinshasa,2,FALSE,0.0648,0.0506,0.0811,0.0642,27,25,27,0.067,3.4223,27,0.0786,NA,NA,NA,NA,NA,NA,0.1622,0.0472,44,0.0695,0.5695,0,0.0097,0,Bayes-M10-med
Ibanda,Sud-Kivu,2,FALSE,0.0634,0.0495,0.0794,0.0629,28,27,28,0.0655,3.3462,28,0.0769,NA,NA,NA,NA,NA,NA,0.2307,0.0656,34,0.083,0.6216,0,0.2181,0,Bayes-M10-med
Yakusu,Tshopo,2,FALSE,0.0618,0.0485,0.0773,0.0613,29,29,29,0.0638,3.2581,29,0.075,NA,NA,NA,NA,NA,NA,0.319,0.0885,30,0.4208,0.2085,0,0.6467,0,Bayes-M10-med
Binza,Nord-Kivu,2,FALSE,0.0592,0.0463,0.0741,0.0587,30,30,30,0.0611,3.117,30,0.0718,NA,NA,0.6183,11,NA,NA,0.3518,0.0935,28,0.471,0.8378,0,0.0985,0,Bayes-M10-med
Minova,Sud-Kivu,2,FALSE,0.0569,0.0444,0.0713,0.0564,31,31,31,0.0586,2.9927,31,0.069,NA,NA,NA,NA,NA,NA,0.3866,0.0987,26,0.4421,0.9826,0,0.1216,0,Bayes-M10-med
Mweso,Nord-Kivu,2,FALSE,0.0541,0.0422,0.0678,0.0536,32,32,32,0.0556,2.8392,32,0.0656,NA,NA,0.5632,12,NA,NA,0.4189,0.1017,25,0.4498,0.9614,0,0.2645,0,Bayes-M10-med
Limete,Kinshasa,2,FALSE,0.0508,0.0396,0.0636,0.0503,33,33,33,0.0521,2.6621,33,0.0616,NA,NA,NA,NA,NA,NA,0.056,0.0128,95,0.0405,0.1371,0,0.0463,0,Bayes-M10-med
Masisi,Nord-Kivu,2,FALSE,0.0491,0.0383,0.0617,0.0487,34,34,34,0.0504,2.5729,34,0.0596,NA,NA,0.5104,13,NA,NA,0.4402,0.0971,27,0.4324,0.9575,0,0.3707,0,Bayes-M10-med
Aba,Haut-Uele,2,FALSE,0.0473,0.0364,0.06,0.0468,35,35,39,0.0485,2.4769,35,0.0574,NA,NA,NA,NA,0.2453,6,0.569,0.1209,23,0.6004,0.6853,0,0.9903,0,Bayes-M10-med
Kadutu,Sud-Kivu,2,FALSE,0.047,0.0366,0.0589,0.0466,36,35,37,0.0481,2.4579,36,0.057,NA,NA,NA,NA,NA,NA,0.1636,0.0345,53,0.0579,0.3861,0,0.2104,0,Bayes-M10-med
Binza Ozone,Kinshasa,2,FALSE,0.0464,0.0362,0.0582,0.0461,37,36,39,0.0476,2.4296,37,0.0564,NA,NA,NA,NA,NA,NA,0.152,0.0317,54,0.0734,0.5232,0,0.0116,0,Bayes-M10-med
Katana,Sud-Kivu,2,FALSE,0.0464,0.0362,0.0582,0.046,38,37,38,0.0475,2.4273,38,0.0563,NA,NA,NA,NA,NA,NA,0.3224,0.0672,33,0.2471,0.9112,0,0.1313,0,Bayes-M10-med
Bengamisa,Tshopo,2,FALSE,0.046,0.0356,0.0579,0.0455,39,36,41,0.0471,2.4033,39,0.0558,NA,NA,NA,NA,NA,NA,0.3012,0.0621,39,0.612,0.2162,0,0.3764,0,Bayes-M10-med
Kokolo,Kinshasa,2,FALSE,0.0454,0.0354,0.0569,0.045,40,40,41,0.0465,2.372,40,0.055,NA,NA,NA,NA,NA,NA,0.2172,0.0442,46,0.0772,0.7722,0,0.0193,0,Bayes-M10-med
Lingwala,Kinshasa,2,FALSE,0.0453,0.0354,0.0568,0.0449,41,38,41,0.0464,2.3701,41,0.055,NA,NA,NA,NA,NA,NA,0.0323,0.0066,131,0.0232,0.0907,0,0.0154,0,Bayes-M10-med
Kinshasa,Kinshasa,2,FALSE,0.0406,0.0317,0.0509,0.0402,42,42,42,0.0414,2.1162,42,0.0492,NA,NA,NA,NA,NA,NA,0.0203,0.0037,189,0.0135,0.0463,0,0.0212,0,Bayes-M10-med
Kalamu 1,Kinshasa,2,FALSE,0.0404,0.0315,0.0507,0.04,43,43,44,0.0413,2.107,43,0.049,NA,NA,NA,NA,NA,NA,0.0309,0.0056,141,0.0193,0.0734,0,0.0309,0,Bayes-M10-med
Kasa Vubu,Kinshasa,2,FALSE,0.0404,0.0314,0.0506,0.04,44,43,44,0.0412,2.1054,44,0.049,NA,NA,NA,NA,NA,NA,0.0444,0.008,118,0.0309,0.1216,0,0.0251,0,Bayes-M10-med
Kabare,Sud-Kivu,2,FALSE,0.04,0.0312,0.0503,0.0397,45,45,45,0.0408,2.0856,45,0.0485,NA,NA,NA,NA,NA,NA,0.3567,0.0641,36,0.2394,0.9884,0,0.1988,0,Bayes-M10-med
Lemba,Kinshasa,2,FALSE,0.036,0.028,0.0452,0.0357,46,46,47,0.0367,1.8734,46,0.0437,NA,NA,NA,NA,NA,NA,0.1023,0.0165,79,0.0483,0.3069,0,0.0541,0,Bayes-M10-med
Masina 1,Kinshasa,2,FALSE,0.0356,0.0277,0.0447,0.0353,47,47,48,0.0363,1.8525,47,0.0432,NA,NA,NA,NA,NA,NA,0.0193,0.0031,216,0.0077,0.0077,0,0.0618,0,Bayes-M10-med
Kintambo,Kinshasa,2,FALSE,0.0355,0.0276,0.0446,0.0352,48,48,49,0.0362,1.8466,48,0.0431,NA,NA,NA,NA,NA,NA,0.0338,0.0054,145,0.0212,0.1004,0,0.0135,0,Bayes-M10-med
Bafwagbogbo,Tshopo,2,FALSE,0.0353,0.0271,0.0448,0.0349,49,46,49,0.0359,1.8341,49,0.0428,NA,NA,NA,NA,NA,NA,0.3948,0.0625,37,0.8591,0.027,0,0.6931,0,Bayes-M10-med
Katoyi,Nord-Kivu,2,FALSE,0.0316,0.0246,0.0397,0.0313,50,50,50,0.0321,1.6378,50,0.0383,NA,NA,0.3249,14,NA,NA,0.4542,0.0643,35,0.4614,0.9595,0,0.3958,0,Bayes-M10-med
Masina 2,Kinshasa,2,FALSE,0.0307,0.0239,0.0386,0.0304,52,51,52,0.0312,1.5929,52,0.0373,NA,NA,NA,NA,NA,NA,0.0265,0.0037,190,0.0174,0.0193,0,0.0695,0,Bayes-M10-med
Bandalungwa,Kinshasa,2,FALSE,0.0307,0.0239,0.0385,0.0304,51,51,52,0.0312,1.5931,51,0.0373,NA,NA,NA,NA,NA,NA,0.0709,0.0098,103,0.0328,0.2336,0,0.0174,0,Bayes-M10-med
