model,term,is_intercept,effect_scale,hr,lo,hi,p_dir,rhat
Bayes-M4-med,Intercept,TRUE,hazard ratio,0.04481719087071978,0.03543060510786806,0.05596023785544645,NA,1.001312242128343
Bayes-M8-med,Intercept,TRUE,hazard ratio,0.06855715862277025,0.05461074587313863,0.08586725713973499,NA,1.00104782084702
Bayes-M10-med,Intercept,TRUE,hazard ratio,0.12146354532090115,0.09596006162452375,0.15208150041926255,NA,0.9999870244621705
Bayes-M17-med,Intercept,TRUE,hazard ratio,0.09676270387175472,0.07521037331185602,0.11904914849190504,NA,1.0017923337016854
Bayes-M17-geo,Intercept,TRUE,hazard ratio,0.05654684893278365,0.029520225936699257,0.09342124472779403,NA,1.0032410181728388
Bayes-M17-geo,log_pop,FALSE,hazard ratio,0.7289183949727587,0.5655518350610941,0.9274429404348886,0.012,1.0032410181728388
Bayes-M17-geo,ccvi,FALSE,hazard ratio,1.692281324885438,1.2357341002927829,2.4881949335794418,0.9995,1.0032410181728388
Bayes-M17-geo,d_min,FALSE,hazard ratio,0.6959198037216691,0.5198417652986043,0.8862402295589971,0.003,1.0032410181728388
Bayes-M17-dist-med,Intercept,TRUE,hazard ratio,0.09732704243381889,0.0758610600193462,0.12002496887468478,NA,1.0010270038759788
Bayes-M17-dist-geo,Intercept,TRUE,hazard ratio,0.07379124816302425,0.04139937158602609,0.12724208168388107,NA,1.0032060400200025
Bayes-M17-dist-geo,log_pop,FALSE,hazard ratio,0.7757715892533452,0.6040384263944455,0.9887063685419742,0.0455,1.0032060400200025
Bayes-M17-dist-geo,ccvi,FALSE,hazard ratio,1.703543659695069,1.232108148875096,2.5329258753285857,0.996,1.0032060400200025
Bayes-M17-dist-geo,d_min,FALSE,hazard ratio,0.8168069270994852,0.6313374396508902,1.0499712916609731,0.0955,1.0032060400200025
Bayes-M8-geo,Intercept,TRUE,hazard ratio,0.037124817557895304,0.020121053181126076,0.061619923386898555,NA,1.002671377981455
Bayes-M8-geo,log_pop,FALSE,hazard ratio,0.67011601992188,0.532865391970517,0.8478607182461452,0.007,1.002671377981455
Bayes-M8-geo,ccvi,FALSE,hazard ratio,1.719287950267804,1.233943621499366,2.4908850565596543,0.9975,1.002671377981455
Bayes-M8-geo,d_min,FALSE,hazard ratio,0.654750115734751,0.4902263645496995,0.8324096790634311,0.001,1.002671377981455
Bayes-M4-geo,Intercept,TRUE,hazard ratio,0.0238409786560793,0.013206866430616861,0.03979683802130256,NA,1.0053430710165079
Bayes-M4-geo,log_pop,FALSE,hazard ratio,0.6454494652934598,0.4986826402475856,0.8270288823339154,0.003,1.0053430710165079
Bayes-M4-geo,ccvi,FALSE,hazard ratio,1.550840494714711,1.0658802823825972,2.32945045517518,0.9775,1.0053430710165079
Bayes-M4-geo,d_min,FALSE,hazard ratio,0.6583609028024077,0.5037995284963107,0.8447614414789314,0.004,1.0053430710165079
Bayes-M10-geo,Intercept,TRUE,hazard ratio,0.09702797958137505,0.05654492629620017,0.16134093046037498,NA,1.0043448483917745
Bayes-M10-geo,log_pop,FALSE,hazard ratio,0.7764109417536174,0.6055077070326916,0.9989143387507522,0.049,1.0043448483917745
Bayes-M10-geo,ccvi,FALSE,hazard ratio,1.7456168270963888,1.2788012524668657,2.4778458142246906,0.9985,1.0043448483917745
Bayes-M10-geo,d_min,FALSE,hazard ratio,0.8174604619326185,0.6486975217612814,1.0307263392517452,0.08,1.0043448483917745
Bayes-M4-dist,Intercept,TRUE,hazard ratio,0.06289310466174863,0.048985011015725895,0.07773272765133969,NA,1.0015093951762903
Bayes-M4-dist-geo,Intercept,TRUE,hazard ratio,0.04705750678578921,0.023845217594633497,0.08145741439769531,NA,1.010815963665705
Bayes-M4-dist-geo,log_pop,FALSE,hazard ratio,0.7097298708459462,0.5524175553039422,0.9264309669031005,0.0195,1.010815963665705
Bayes-M4-dist-geo,ccvi,FALSE,hazard ratio,1.3347434188949951,0.8912280285482096,2.045214138521821,0.878,1.010815963665705
Bayes-M4-dist-geo,d_min,FALSE,hazard ratio,0.8247384518919484,0.6073935677879755,1.0731729900582556,0.1285,1.010815963665705
Bayes-M8-dist,Intercept,TRUE,hazard ratio,0.0849264959739162,0.06690764409502281,0.1060135008816099,NA,1.0004198812741492
Bayes-M8-dist-geo,Intercept,TRUE,hazard ratio,0.05518932039290883,0.031071952010515793,0.0933134713709891,NA,1.0007288754935828
Bayes-M8-dist-geo,log_pop,FALSE,hazard ratio,0.7648592089514408,0.5973447970797559,0.9887859667617976,0.0445,1.0007288754935828
Bayes-M8-dist-geo,ccvi,FALSE,hazard ratio,1.6980784563956353,1.2106123376736513,2.4942725004197643,0.9965,1.0007288754935828
Bayes-M8-dist-geo,d_min,FALSE,hazard ratio,0.742479832791477,0.572585415476144,0.9502085746828193,0.018,1.0007288754935828
Bayes-M10-dist,Intercept,TRUE,hazard ratio,0.09971123210471243,0.07853229175736536,0.12654105901202192,NA,1.0028009159400275
Bayes-M10-dist-geo,Intercept,TRUE,hazard ratio,0.11144878810786,0.0641607198501067,0.1879051389739844,NA,1.002414246929086
Bayes-M10-dist-geo,log_pop,FALSE,hazard ratio,0.8088955032681477,0.615480643857091,1.0742257243456095,0.096,1.002414246929086
Bayes-M10-dist-geo,ccvi,FALSE,hazard ratio,1.8257208472437871,1.3198261484886085,2.6365114524091235,0.9985,1.002414246929086
Bayes-M10-dist-geo,d_min,FALSE,hazard ratio,0.9823844463688278,0.7669945187075211,1.2479283363919045,0.4515,1.002414246929086
