model,term,is_intercept,effect_scale,hr,lo,hi,p_dir,rhat
Bayes-M4-med,Intercept,TRUE,hazard ratio,0.05952896667734334,0.04660115963186836,0.07580081616860056,NA,1.000923457416352
Bayes-M8-med,Intercept,TRUE,hazard ratio,0.09652680918965933,0.0751475292064209,0.12310888007767631,NA,1.0019428991575525
Bayes-M9-med,Intercept,TRUE,hazard ratio,0.10655248512447418,0.08249255361052671,0.13514993744707032,NA,1.0024270922897045
Bayes-M10-med,Intercept,TRUE,hazard ratio,0.16001463534583021,0.12336126143195605,0.20593795308338136,NA,1.0026333710405602
Bayes-M8-short,Intercept,TRUE,hazard ratio,0.08803144143812322,0.06756569942041718,0.1101117005584262,NA,1.0010647016702394
Bayes-M8-long,Intercept,TRUE,hazard ratio,0.10495374531508875,0.08131445008097954,0.13379519364594336,NA,0.9998707858967043
Bayes-M8-full,Intercept,TRUE,hazard ratio,0.022710064779369727,0.009048602583536862,0.04672693738085692,NA,1.0013988184149984
Bayes-M8-full,log_pop,FALSE,hazard ratio,0.6740316336168052,0.5256117594127454,0.8755230013483933,0.0055,1.0013988184149984
Bayes-M8-full,ccvi,FALSE,hazard ratio,1.8780210289503725,1.2215256548389861,2.892885117942428,0.992,1.0013988184149984
Bayes-M8-full,d_min,FALSE,hazard ratio,0.46676307023210295,0.32697656975226735,0.6537260778323989,0,1.0013988184149984
Bayes-M8-full,healthsite_density,FALSE,hazard ratio,0.6718748495258107,0.19593242206418596,1.4317645436681685,0.219,1.0013988184149984
Bayes-M4-full,Intercept,TRUE,hazard ratio,0.01368376526657244,0.005856639705857096,0.029683173160867993,NA,1.004466096344036
Bayes-M4-full,log_pop,FALSE,hazard ratio,0.6110064765273429,0.4767199947920221,0.794216990036267,5e-4,1.004466096344036
Bayes-M4-full,ccvi,FALSE,hazard ratio,1.7016670267737535,1.130077890802851,2.7146249864692003,0.982,1.004466096344036
Bayes-M4-full,d_min,FALSE,hazard ratio,0.46377057075165173,0.3235409861178139,0.6327911142097513,0,1.004466096344036
Bayes-M4-full,healthsite_density,FALSE,hazard ratio,0.7246477621353817,0.23835296178829102,1.6217167641976487,0.2745,1.004466096344036
Bayes-M9-full,Intercept,TRUE,hazard ratio,0.02739792914481138,0.01145840543479092,0.06164653390432101,NA,1.0064020183955056
Bayes-M9-full,log_pop,FALSE,hazard ratio,0.8436899217224316,0.6403928576315785,1.0800630515879772,0.1285,1.0064020183955056
Bayes-M9-full,ccvi,FALSE,hazard ratio,1.8562556491989688,1.209117119624281,2.8720928135294175,0.9935,1.0064020183955056
Bayes-M9-full,d_min,FALSE,hazard ratio,0.5156232393168125,0.35869726653240597,0.7331068672472908,0.001,1.0064020183955056
Bayes-M9-full,healthsite_density,FALSE,hazard ratio,0.6918823573250543,0.20798798925844358,1.5424005093341968,0.256,1.0064020183955056
Bayes-M10-full,Intercept,TRUE,hazard ratio,0.05141234902488358,0.02063422827334412,0.10917737411837362,NA,1.0057639724906446
Bayes-M10-full,log_pop,FALSE,hazard ratio,0.7537799684988953,0.5784956915343937,0.9815922796899041,0.037,1.0057639724906446
Bayes-M10-full,ccvi,FALSE,hazard ratio,1.6750230079853883,1.083934700249231,2.6802138633923795,0.9745,1.0057639724906446
Bayes-M10-full,d_min,FALSE,hazard ratio,0.5732996224270093,0.383167802001691,0.8078102633433584,0.0035,1.0057639724906446
Bayes-M10-full,healthsite_density,FALSE,hazard ratio,0.6255234174063499,0.21446764553710362,1.3338736387514003,0.1675,1.0057639724906446
Bayes-M8-susp,Intercept,TRUE,hazard ratio,0.0657288292179038,0.046935416620075436,0.08873913985346601,NA,1.0034906813746611
Bayes-M8-susp,susp_import,FALSE,hazard ratio,1.1551186149601658,1.0927838166927857,1.2285331890430045,1,1.0034906813746611
Bayes-M8-susp,susp_local,FALSE,hazard ratio,1.0058560772619867,0.9312440549352761,1.0676140616392535,0.5575,1.0034906813746611
Bayes-M8-full-susp,Intercept,TRUE,hazard ratio,0.024365419467149756,0.010573324463608083,0.05070361817501543,NA,1.0046240810160247
Bayes-M8-full-susp,log_pop,FALSE,hazard ratio,0.7110430484355658,0.5382783510393211,0.9463233173399221,0.021,1.0046240810160247
Bayes-M8-full-susp,ccvi,FALSE,hazard ratio,1.8889963023949394,1.2306441990538723,3.0913701174316017,0.9915,1.0046240810160247
Bayes-M8-full-susp,d_min,FALSE,hazard ratio,0.5674234900397518,0.38871102705960225,0.7960770595112291,0.0035,1.0046240810160247
Bayes-M8-full-susp,healthsite_density,FALSE,hazard ratio,0.6796745881864674,0.2200872028579971,1.552125399684346,0.2405,1.0046240810160247
Bayes-M8-full-susp,susp_import,FALSE,hazard ratio,1.1152140682504799,1.0465183540303273,1.1878107912867713,0.997,1.0046240810160247
Bayes-M8-full-susp,susp_local,FALSE,hazard ratio,1.0080320625023478,0.9282950209091202,1.0729835898606852,0.5755,1.0046240810160247
