model,term,is_intercept,effect_scale,hr,lo,hi,p_dir,rhat
Bayes-M4-med,Intercept,TRUE,hazard ratio,0.10656852222308064,0.08152746830897106,0.13454762079869298,NA,1.00118197494142
Bayes-M8-med,Intercept,TRUE,hazard ratio,0.1424762015950951,0.11082735398879344,0.1819746233117078,NA,1.0004422210794799
Bayes-M9-med,Intercept,TRUE,hazard ratio,0.1439087803416917,0.11055415566727445,0.18260690438649316,NA,1.0016738418929922
Bayes-M10-med,Intercept,TRUE,hazard ratio,0.19352846060402928,0.14851343434137082,0.24971516178581765,NA,1.0024493508917978
Bayes-M15-med,Intercept,TRUE,hazard ratio,0.17805750844863652,0.13820659368256474,0.22185412384987585,NA,1.0023166656769003
Bayes-M15-full,Intercept,TRUE,hazard ratio,0.12191740165960177,0.06502428812938567,0.20344169951065375,NA,1.0049399637583996
Bayes-M15-full,log_pop,FALSE,hazard ratio,0.7813194331079945,0.6007887558348036,1.0253504026612756,0.071,1.0049399637583996
Bayes-M15-full,ccvi,FALSE,hazard ratio,2.0715459824877844,1.2996006644259233,3.5319115307644435,0.9935,1.0049399637583996
Bayes-M15-full,d_min,FALSE,hazard ratio,0.6072144621711018,0.36726073376291946,0.9674812040547585,0.044,1.0049399637583996
Bayes-M15-full,healthsite_density,FALSE,hazard ratio,1.3603035965860224,0.38955984730444765,2.9297804041375337,0.67,1.0049399637583996
Bayes-M15-short,Intercept,TRUE,hazard ratio,0.16137189887798103,0.12749718794511705,0.2062926191673149,NA,0.9998670246892263
Bayes-M15-short-full,Intercept,TRUE,hazard ratio,0.11386885459244889,0.06209921738612066,0.1821895735532159,NA,1.001366067433434
Bayes-M15-short-full,log_pop,FALSE,hazard ratio,0.7961643398179887,0.6110705725293224,1.0333377352686763,0.0755,1.001366067433434
Bayes-M15-short-full,ccvi,FALSE,hazard ratio,2.0531711578737104,1.2607720876734494,3.441477474274102,0.9955,1.001366067433434
Bayes-M15-short-full,d_min,FALSE,hazard ratio,0.6221669231032336,0.37386617302676456,0.9862141877177047,0.0435,1.001366067433434
Bayes-M15-short-full,healthsite_density,FALSE,hazard ratio,1.3782773629682574,0.39840887349257836,3.1761205201269127,0.6995,1.001366067433434
Bayes-M15-long,Intercept,TRUE,hazard ratio,0.1950726264060248,0.1506263759332576,0.245209793488811,NA,1.0014972774749487
Bayes-M15-long-full,Intercept,TRUE,hazard ratio,0.13115743980709443,0.07055085500370249,0.21487686587114813,NA,1.0038455075737513
Bayes-M15-long-full,log_pop,FALSE,hazard ratio,0.7835798882968046,0.6016483385429536,1.0285081143030086,0.073,1.0038455075737513
Bayes-M15-long-full,ccvi,FALSE,hazard ratio,2.1370998493282176,1.3156181405566005,3.6785759481409785,0.9965,1.0038455075737513
