model,term,is_intercept,effect_scale,hr,lo,hi,p_dir,rhat
Bayes-M4-med,Intercept,TRUE,hazard ratio,0.03751306160306905,0.029734241494446163,0.04599170418688005,NA,1.0033197728500918
Bayes-M8-med,Intercept,TRUE,hazard ratio,0.054590595917095794,0.04346878959948382,0.06818826501017691,NA,0.9993634789442417
Bayes-M10-med,Intercept,TRUE,hazard ratio,0.10393057674076579,0.08168107603001759,0.1310621825159561,NA,1.0038669342637954
Bayes-M17-med,Intercept,TRUE,hazard ratio,0.07910135206373342,0.0619790006951013,0.0994111622096567,NA,1.0050660883500029
Bayes-M17-geo,Intercept,TRUE,hazard ratio,0.046531736213169195,0.025724668583667995,0.07790490952721725,NA,1.0053041078766412
Bayes-M17-geo,log_pop,FALSE,hazard ratio,0.6653392641924523,0.5206239697529141,0.8433340274455418,0.003,1.0053041078766412
Bayes-M17-geo,ccvi,FALSE,hazard ratio,1.7272099599416835,1.2669864384852485,2.5154561100025523,0.9975,1.0053041078766412
Bayes-M17-geo,d_min,FALSE,hazard ratio,0.6922996582664374,0.5268331274998633,0.88053859780196,0.0035,1.0053041078766412
Bayes-M17-dist-med,Intercept,TRUE,hazard ratio,0.07932673266198807,0.06230867656022338,0.10015756489696265,NA,1.0012960573514382
Bayes-M17-dist-geo,Intercept,TRUE,hazard ratio,0.06922661018928522,0.037647455987370446,0.1118099006181687,NA,1.0020471666156385
Bayes-M17-dist-geo,log_pop,FALSE,hazard ratio,0.7098482784716238,0.5519712475755167,0.9028271962327608,0.0115,1.0020471666156385
Bayes-M17-dist-geo,ccvi,FALSE,hazard ratio,1.7381966539555604,1.2664344565259964,2.595820077198158,0.997,1.0020471666156385
Bayes-M17-dist-geo,d_min,FALSE,hazard ratio,0.8713257711286326,0.6636224253123716,1.0885017306114202,0.1585,1.0020471666156385
Bayes-M8-geo,Intercept,TRUE,hazard ratio,0.02912333765772484,0.015985757747764243,0.04743546956582025,NA,1.0044753069551644
Bayes-M8-geo,log_pop,FALSE,hazard ratio,0.6229681519529411,0.4911453891207937,0.7910475276624772,5e-4,1.0044753069551644
Bayes-M8-geo,ccvi,FALSE,hazard ratio,1.7652899353917166,1.2511466209165139,2.567443621574186,0.9955,1.0044753069551644
Bayes-M8-geo,d_min,FALSE,hazard ratio,0.6466944225827201,0.49492970426959193,0.8318276500697974,0,1.0044753069551644
Bayes-M4-geo,Intercept,TRUE,hazard ratio,0.019921282733912547,0.01158571635282094,0.03339668182021273,NA,1.0027244381646445
Bayes-M4-geo,log_pop,FALSE,hazard ratio,0.5956368599068516,0.463637992700985,0.7571911318603237,0,1.0027244381646445
Bayes-M4-geo,ccvi,FALSE,hazard ratio,1.617486459539331,1.1292028889144876,2.3559310792053467,0.985,1.0027244381646445
Bayes-M4-geo,d_min,FALSE,hazard ratio,0.655407526621436,0.5091339618803726,0.8449687635270582,0.001,1.0027244381646445
Bayes-M10-geo,Intercept,TRUE,hazard ratio,0.08684403825853403,0.04605805277811071,0.1429980974661978,NA,1.0050964832165108
Bayes-M10-geo,log_pop,FALSE,hazard ratio,0.6886233160762386,0.5372778471822196,0.8745646976714482,0.003,1.0050964832165108
Bayes-M10-geo,ccvi,FALSE,hazard ratio,1.8048868758320848,1.356478953969178,2.543849254389884,1,1.0050964832165108
Bayes-M10-geo,d_min,FALSE,hazard ratio,0.8345620648407582,0.6237548257608799,1.056273044148341,0.1035,1.0050964832165108
Bayes-M4-dist,Intercept,TRUE,hazard ratio,0.05398989662072199,0.04358977979170218,0.06805607278329545,NA,0.9994578112797864
Bayes-M4-dist-geo,Intercept,TRUE,hazard ratio,0.040731445328933386,0.02189100436815967,0.06593296062294922,NA,1.0029297088277465
Bayes-M4-dist-geo,log_pop,FALSE,hazard ratio,0.6573953010231339,0.5301599546354083,0.8404700726138473,0.003,1.0029297088277465
Bayes-M4-dist-geo,ccvi,FALSE,hazard ratio,1.4331624451497014,0.9956830939134322,2.1962143871748414,0.9475,1.0029297088277465
Bayes-M4-dist-geo,d_min,FALSE,hazard ratio,0.8276881128728367,0.6227879038208132,1.0457069924178153,0.0925,1.0029297088277465
Bayes-M8-dist,Intercept,TRUE,hazard ratio,0.07039870225451345,0.054666234974065794,0.08815452978589981,NA,1.0016143264128459
Bayes-M8-dist-geo,Intercept,TRUE,hazard ratio,0.04647818054055884,0.026473736058398423,0.075658221161996,NA,1.0024192047233766
Bayes-M8-dist-geo,log_pop,FALSE,hazard ratio,0.7113926157235595,0.558986723372655,0.9128398272763547,0.013,1.0024192047233766
Bayes-M8-dist-geo,ccvi,FALSE,hazard ratio,1.7168305427884047,1.2325969464708757,2.43065921185551,0.996,1.0024192047233766
Bayes-M8-dist-geo,d_min,FALSE,hazard ratio,0.7529621412768517,0.5864681086245301,0.9416424008254094,0.017,1.0024192047233766
Bayes-M10-dist,Intercept,TRUE,hazard ratio,0.08095261868645773,0.06345282139540794,0.1015201794200944,NA,1.001962765413237
Bayes-M10-dist-geo,Intercept,TRUE,hazard ratio,0.10460526458298827,0.05818028837739858,0.16714182858302226,NA,1.0043388005092337
Bayes-M10-dist-geo,log_pop,FALSE,hazard ratio,0.7114740923761791,0.5566363400721708,0.9128676558883144,0.013,1.0043388005092337
Bayes-M10-dist-geo,ccvi,FALSE,hazard ratio,1.9013114256278678,1.4093913943606733,2.7664775821870355,1,1.0043388005092337
Bayes-M10-dist-geo,d_min,FALSE,hazard ratio,1.0412513734766358,0.8034675261832607,1.3112550848098339,0.608,1.0043388005092337
