model,term,is_intercept,effect_scale,hr,lo,hi,p_dir,rhat
Bayes-M4-med,Intercept,TRUE,hazard ratio,0.0371937021257988,0.02892480923959687,0.04650111770571149,NA,1.0014103734434134
Bayes-M8-med,Intercept,TRUE,hazard ratio,0.0544810169980242,0.04246623621174436,0.06797971650641564,NA,1.005221403143631
Bayes-M10-med,Intercept,TRUE,hazard ratio,0.10276247218116188,0.08125437603958932,0.1284167104203434,NA,1.002867752375012
Bayes-M17-med,Intercept,TRUE,hazard ratio,0.07935016527679932,0.06317358341037992,0.10062051708151996,NA,1.0085599899055473
Bayes-M17-geo,Intercept,TRUE,hazard ratio,0.04589925148592103,0.02427880793422992,0.07945102469365639,NA,1.005476239190775
Bayes-M17-geo,log_pop,FALSE,hazard ratio,0.6637232789365903,0.5233469449597856,0.850700898949831,0.004,1.005476239190775
Bayes-M17-geo,ccvi,FALSE,hazard ratio,1.7444395990523773,1.2563159314625505,2.5619800951663985,0.9985,1.005476239190775
Bayes-M17-geo,d_min,FALSE,hazard ratio,0.6953006209701744,0.5151500974262928,0.8999081094248055,0.0135,1.005476239190775
Bayes-M17-dist-med,Intercept,TRUE,hazard ratio,0.07895968729317734,0.06332247199670546,0.09963649708287864,NA,1.003702678818361
Bayes-M17-dist-geo,Intercept,TRUE,hazard ratio,0.07035316923549781,0.037857308292156534,0.11664166575798923,NA,1.0018966768046258
Bayes-M17-dist-geo,log_pop,FALSE,hazard ratio,0.718821373688497,0.5537898917790359,0.9278487538475614,0.015,1.0018966768046258
Bayes-M17-dist-geo,ccvi,FALSE,hazard ratio,1.7213312264015732,1.2474055985863317,2.565544531306531,0.9955,1.0018966768046258
Bayes-M17-dist-geo,d_min,FALSE,hazard ratio,0.8836583489931682,0.6693427307546572,1.1272927286356271,0.2085,1.0018966768046258
Bayes-M8-geo,Intercept,TRUE,hazard ratio,0.030016592229073588,0.016423800764057684,0.0495203764030018,NA,1.002621174541562
Bayes-M8-geo,log_pop,FALSE,hazard ratio,0.6233814692157269,0.49642428401527844,0.7890061505212738,0.001,1.002621174541562
Bayes-M8-geo,ccvi,FALSE,hazard ratio,1.7496520849613368,1.2366031182185988,2.5503539491840592,0.9965,1.002621174541562
Bayes-M8-geo,d_min,FALSE,hazard ratio,0.6598711370969743,0.49518017716740825,0.8461270169270676,0.001,1.002621174541562
Bayes-M4-geo,Intercept,TRUE,hazard ratio,0.020350943598588713,0.011337806846620039,0.033068254198659865,NA,1.0016879001582757
Bayes-M4-geo,log_pop,FALSE,hazard ratio,0.5985408761291502,0.47273812039566615,0.7730334355905352,0,1.0016879001582757
Bayes-M4-geo,ccvi,FALSE,hazard ratio,1.621951933798905,1.1231537490896482,2.454339449706483,0.9835,1.0016879001582757
Bayes-M4-geo,d_min,FALSE,hazard ratio,0.6702044142267006,0.510236072051521,0.8579411026591489,0.0025,1.0016879001582757
Bayes-M10-geo,Intercept,TRUE,hazard ratio,0.08619006634164852,0.04845635470006748,0.14859332863438338,NA,1.0027738242934947
Bayes-M10-geo,log_pop,FALSE,hazard ratio,0.6979976417471259,0.5461880366572819,0.8886279492535903,0.009,1.0027738242934947
Bayes-M10-geo,ccvi,FALSE,hazard ratio,1.7501276404402177,1.2906596472113234,2.4732009628479115,1,1.0027738242934947
Bayes-M10-geo,d_min,FALSE,hazard ratio,0.8435919313387582,0.6506987184975412,1.0818989847024563,0.115,1.0027738242934947
Bayes-M4-dist,Intercept,TRUE,hazard ratio,0.053681929121961514,0.04180708421636947,0.06680506587436266,NA,1.00194854816697
Bayes-M4-dist-geo,Intercept,TRUE,hazard ratio,0.04258851132771163,0.023296861494526287,0.07018351871958033,NA,1.008831343135049
Bayes-M4-dist-geo,log_pop,FALSE,hazard ratio,0.6574263670961952,0.5169736376148858,0.8381391337142308,0.0025,1.008831343135049
Bayes-M4-dist-geo,ccvi,FALSE,hazard ratio,1.3837658509039164,0.9221947209479416,2.1005172181388856,0.8995,1.008831343135049
Bayes-M4-dist-geo,d_min,FALSE,hazard ratio,0.8532277265499663,0.6478542228868788,1.098487226787891,0.147,1.008831343135049
Bayes-M8-dist,Intercept,TRUE,hazard ratio,0.07030540505861113,0.056552566119612485,0.08701467476289648,NA,1.0025158632684275
Bayes-M8-dist-geo,Intercept,TRUE,hazard ratio,0.04822197883905205,0.027105525810076993,0.07665815097231803,NA,1.0017979066088867
Bayes-M8-dist-geo,log_pop,FALSE,hazard ratio,0.7010728990055636,0.5645861243041476,0.8907065274121202,0.007,1.0017979066088867
Bayes-M8-dist-geo,ccvi,FALSE,hazard ratio,1.6763614233231736,1.1819547958228467,2.439799530437155,0.9945,1.0017979066088867
Bayes-M8-dist-geo,d_min,FALSE,hazard ratio,0.7739015438120527,0.5933155329061319,0.9685544945618226,0.028,1.0017979066088867
Bayes-M10-dist,Intercept,TRUE,hazard ratio,0.07987900829762087,0.06384758673555213,0.09945808697465969,NA,1.0043058715332414
Bayes-M10-dist-geo,Intercept,TRUE,hazard ratio,0.10116894366749363,0.057729808158082596,0.16644028686612078,NA,1.0018129297811225
Bayes-M10-dist-geo,log_pop,FALSE,hazard ratio,0.7267846168250454,0.5681070661025254,0.9435466313882112,0.0245,1.0018129297811225
Bayes-M10-dist-geo,ccvi,FALSE,hazard ratio,1.8773967070264463,1.3599877633044422,2.6832713312879166,0.9995,1.0018129297811225
Bayes-M10-dist-geo,d_min,FALSE,hazard ratio,1.0472243044080058,0.8174065327840425,1.331571562281373,0.6245,1.0018129297811225
