health_zone,province,horizon,was_active_before,p_case_invasion,p_case_lo,p_case_hi,p_median,rank_med,rank_lo,rank_hi,mu_forecast,rr_nat,rr_nat_rank,rr01_nat,rr_ituri,rr_ituri_rank,rr_nordkivu,rr_nordkivu_rank,rr_hautuele,rr_hautuele_rank,V,priority,priority_rank,surveillance_gap,healthcare_gap,access_gap,social_vulnerability,healthcare_travel_min,method
Boma Bungu,Kongo-Central,1,FALSE,4e-4,3e-4,5e-4,4e-4,445,444,445,4e-4,0.0343,445,0.001,NA,NA,NA,NA,NA,NA,0.3209,7e-4,441,0.5811,0.5676,0,0.1351,0,Bayes-M17-med
Kinkonzi,Kongo-Central,1,FALSE,4e-4,3e-4,5e-4,4e-4,443,443,444,4e-4,0.0347,443,0.001,NA,NA,NA,NA,NA,NA,0.4252,0.001,424,0.6236,0.8958,0,0.1815,0,Bayes-M17-med
Kuimba,Kongo-Central,1,FALSE,4e-4,3e-4,6e-4,4e-4,440,440,440,4e-4,0.0364,440,0.0011,NA,NA,NA,NA,NA,NA,0.3069,8e-4,440,0.3784,0.8456,0,0.0039,0,Bayes-M17-med
Sona Bata,Kongo-Central,1,FALSE,4e-4,3e-4,5e-4,4e-4,447,447,447,4e-4,0.0322,447,9e-4,NA,NA,NA,NA,NA,NA,0.43,9e-4,430,0.7259,0.7896,0,0.2046,0,Bayes-M17-med
Tembo,Kwango,1,FALSE,4e-4,3e-4,5e-4,4e-4,448,448,448,4e-4,0.031,448,9e-4,NA,NA,NA,NA,NA,NA,0.3205,7e-4,444,0.7876,0.3977,0,0.0965,0,Bayes-M17-med
Bunkeya,Lualaba,1,FALSE,4e-4,3e-4,5e-4,4e-4,450,450,451,4e-4,0.0304,450,9e-4,NA,NA,NA,NA,NA,NA,0.4218,9e-4,433,0.8243,0.5019,0,0.361,0,Bayes-M17-med
Vangu,Haut-Katanga,1,FALSE,3e-4,2e-4,3e-4,3e-4,454,454,454,3e-4,0.022,454,6e-4,NA,NA,NA,NA,NA,NA,0.1081,2e-4,460,0.1158,0.1699,0,0.1467,0,Bayes-M17-med
Bobozo,Kasaï-Central,1,FALSE,3e-4,2e-4,4e-4,3e-4,453,453,453,3e-4,0.025,453,7e-4,NA,NA,NA,NA,NA,NA,0.2336,4e-4,454,0.1602,0.2857,0,0.4884,0,Bayes-M17-med
Vaku,Kongo-Central,1,FALSE,3e-4,2e-4,4e-4,3e-4,452,452,452,3e-4,0.0267,452,8e-4,NA,NA,NA,NA,NA,NA,0.4194,8e-4,439,0.5676,0.9421,0,0.168,0,Bayes-M17-med
Lilanga Bobangi,Equateur,1,FALSE,2e-4,1e-4,2e-4,2e-4,460,460,460,2e-4,0.0126,460,4e-4,NA,NA,NA,NA,NA,NA,0.4117,3e-4,455,0.9382,0.2664,0,0.4421,0,Bayes-M17-med
Mampoko,Equateur,1,FALSE,2e-4,2e-4,3e-4,2e-4,456,455,456,2e-4,0.0203,456,6e-4,NA,NA,NA,NA,NA,NA,0.5135,7e-4,443,0.8919,0.5058,0,0.6564,0,Bayes-M17-med
Ntondo,Equateur,1,FALSE,2e-4,2e-4,3e-4,2e-4,457,457,457,2e-4,0.019,457,6e-4,NA,NA,NA,NA,NA,NA,0.6125,8e-4,437,0.8996,0.7259,0,0.8243,0,Bayes-M17-med
Kibunzi,Kongo-Central,1,FALSE,2e-4,2e-4,3e-4,2e-4,455,455,456,2e-4,0.0203,455,6e-4,NA,NA,NA,NA,NA,NA,0.4175,6e-4,448,0.7046,0.5251,0,0.4402,0,Bayes-M17-med
Mutshatsha,Lualaba,1,FALSE,2e-4,2e-4,3e-4,2e-4,459,458,459,2e-4,0.0164,459,5e-4,NA,NA,NA,NA,NA,NA,0.3808,4e-4,452,0.971,0.1023,0,0.4498,0,Bayes-M17-med
Mimia,Mai-Ndombe,1,FALSE,2e-4,2e-4,3e-4,2e-4,458,458,459,2e-4,0.0167,458,5e-4,NA,NA,NA,NA,NA,NA,0.4841,5e-4,449,0.9614,0.0521,0,0.9228,0,Bayes-M17-med
Irebu,Equateur,1,FALSE,1e-4,1e-4,1e-4,1e-4,461,461,461,1e-4,0.0091,461,3e-4,NA,NA,NA,NA,NA,NA,0.5473,3e-4,456,0.9305,0.6776,0,0.5811,0,Bayes-M17-med
Kamalondo,Haut-Katanga,1,FALSE,1e-4,1e-4,1e-4,1e-4,463,463,463,1e-4,0.0086,463,2e-4,NA,NA,NA,NA,NA,NA,0.0352,0,464,0.029,0.0019,0,0.11,0,Bayes-M17-med
Kowe,Haut-Katanga,1,FALSE,1e-4,1e-4,1e-4,1e-4,462,462,462,1e-4,0.0087,462,3e-4,NA,NA,NA,NA,NA,NA,0.07,0,463,0.0714,0.0811,0,0.1274,0,Bayes-M17-med
Kitona,Kongo-Central,1,FALSE,1e-4,1e-4,1e-4,1e-4,464,464,464,1e-4,0.0063,464,2e-4,NA,NA,NA,NA,NA,NA,0.293,1e-4,461,0.5907,0.5792,0,0.0019,0,Bayes-M17-med
Bokoro,Mai-Ndombe,1,FALSE,0,0,0,0,465.5,465.5,465.5,0,0,465,0,NA,NA,NA,NA,NA,NA,0.471,0,465,0.6873,0.5097,0,0.6873,0,Bayes-M17-med
Idjwi,Sud-Kivu,1,FALSE,0,0,0,0,465.5,465.5,465.5,0,0,465,0,NA,NA,NA,NA,NA,NA,0.3007,0,466,0.2992,0.8224,0,0.0811,0,Bayes-M17-med
Boma Mangbetu,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4122,NA,NA,0.2857,0.5039,0,0.8591,0,Bayes-M17-med
Gombari,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5772,NA,NA,0.9633,0.8012,0,0.5444,0,Bayes-M17-med
Isiro,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5253,NA,NA,0.39,0.7587,0,0.9527,0,Bayes-M17-med
Pawa,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4315,NA,NA,0.2934,0.5734,0,0.8591,0,Bayes-M17-med
Rungu,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6474,NA,NA,0.8224,0.8031,0,0.9643,0,Bayes-M17-med
Wamba,Haut-Uele,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4817,NA,NA,0.6737,0.4363,0,0.8166,0,Bayes-M17-med
Adja,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2645,NA,NA,0.249,0.4286,0,0.3803,0,Bayes-M17-med
Ariwara,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2862,NA,NA,0.1988,0.6988,0,0.2471,0,Bayes-M17-med
Aru,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3528,NA,NA,0.3012,0.8417,0,0.2683,0,Bayes-M17-med
Aungba,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3354,NA,NA,0.3108,0.6564,0,0.3745,0,Bayes-M17-med
Kambala,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347,NA,NA,0.3668,0.612,0,0.4093,0,Bayes-M17-med
Logo,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2384,NA,NA,0.1757,0.5927,0,0.1853,0,Bayes-M17-med
Mahagi,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2292,NA,NA,0.1718,0.6004,0,0.1448,0,Bayes-M17-med
Rimba,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,0.2008,0.7124,0,0.3108,0,Bayes-M17-med
Bambu,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2399,NA,NA,0.2046,0.4691,0,0.2857,0,Bayes-M17-med
Boga,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264,NA,NA,0.3861,0.36870000000000003,0,0.3012,0,Bayes-M17-med
Bunia,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2326,NA,NA,0.1178,0.5637,0,0.249,0,Bayes-M17-med
Damas,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3224,NA,NA,0.4479,0.3282,0,0.5135,0,Bayes-M17-med
Drodro,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2674,NA,NA,0.2066,0.5907,0,0.2722,0,Bayes-M17-med
Fataki,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3185,NA,NA,0.2259,0.7201,0,0.3282,0,Bayes-M17-med
Gety,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2592,NA,NA,0.3359,0.2973,0,0.4035,0,Bayes-M17-med
Kilo,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1448,NA,NA,0.2201,0.0502,0,0.3089,0,Bayes-M17-med
Komanda,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2341,NA,NA,0.3089,0.1197,0,0.5077,0,Bayes-M17-med
Lita,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,0.2761,0.7046,0,0.2432,0,Bayes-M17-med
Lolwa,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3205,NA,NA,0.6429,0,0,0.639,0,Bayes-M17-med
Mambasa,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4324,NA,NA,0.8842,0.2625,0,0.583,0,Bayes-M17-med
Mandima,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2659,NA,NA,0.4846,0.2896,0,0.2896,0,Bayes-M17-med
Mangala,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3021,NA,NA,0.305,0.6158,0,0.2876,0,Bayes-M17-med
Mongbwalu,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2616,NA,NA,0.4112,0.1834,0,0.4517,0,Bayes-M17-med
Nia Nia,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2978,NA,NA,0.666,0.0212,0,0.5039,0,Bayes-M17-med
Nizi,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1771,NA,NA,0.1544,0.3378,0,0.2162,0,Bayes-M17-med
Nyankunde,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2514,NA,NA,0.2838,0.2432,0,0.4788,0,Bayes-M17-med
Rwampara,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319,NA,NA,0.2375,0.7452,0,0.2934,0,Bayes-M17-med
Tchomia,Ituri,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1998,NA,NA,0.2104,0.3745,0,0.2143,0,Bayes-M17-med
Beni,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1559,NA,NA,0.1525,0.2297,0,0.2413,0,Bayes-M17-med
Butembo,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1829,NA,NA,0.1139,0.388,0,0.2297,0,Bayes-M17-med
Kalunguta,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1559,NA,NA,0.195,0.2066,0,0.222,0,Bayes-M17-med
Katwa,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1998,NA,NA,0.0869,0.4846,0,0.2278,0,Bayes-M17-med
Kyondo,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3238,NA,NA,0.2954,0.7973,0,0.2027,0,Bayes-M17-med
Lubero,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4585,NA,NA,0.5734,0.9382,0,0.3224,0,Bayes-M17-med
Mabalako,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1573,NA,NA,0.1931,0.2046,0,0.2317,0,Bayes-M17-med
Masereka,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36870000000000003,NA,NA,0.2548,0.9807,0,0.2394,0,Bayes-M17-med
Musienene,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319,NA,NA,0.2645,0.7317,0,0.2799,0,Bayes-M17-med
Oicha,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3364,NA,NA,0.3243,0.7606,0,0.2606,0,Bayes-M17-med
Vuhovi,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2611,NA,NA,0.2027,0.6178,0,0.2239,0,Bayes-M17-med
Goma,Nord-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2669,NA,NA,0.1274,0.8977,0,0.0425,0,Bayes-M17-med
Miti Murhesa,Sud-Kivu,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3277,NA,NA,0.2355,0.9131,0,0.1622,0,Bayes-M17-med
Bafwasende,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4546,NA,NA,0.9073,0.2413,0,0.6699,0,Bayes-M17-med
Kabondo,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,0.1911,0.2722,0,0.2568,0,Bayes-M17-med
Lubunga (Tshopo),Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2288,NA,NA,0.2452,0.3436,0,0.3263,0,Bayes-M17-med
Makiso Kisangani,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2355,NA,NA,0.1332,0.5309,0,0.278,0,Bayes-M17-med
Mangobo,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2061,NA,NA,0.0792,0.4382,0,0.3069,0,Bayes-M17-med
Wanierukula,Tshopo,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473,NA,NA,0.8436,0.5521,0,0.4961,0,Bayes-M17-med
Rethy,Ituri,2,FALSE,0.6599,0.5684,0.7473,0.6619,1,1,1,1.0914,44.8527,1,1,2.9807,1,NA,NA,NA,NA,0.2703,0.6079,2,0.2143,0.6081,0,0.2587,0,Bayes-M17-med
Watsa,Haut-Uele,2,FALSE,0.6115,0.5223,0.6997,0.6128,2,2,2,0.9553,39.2596,2,0.9267,NA,NA,NA,NA,3.6433,1,0.4797,1,1,0.7297,0.8436,0,0.3456,0,Bayes-M17-med
Nyarambe,Ituri,2,FALSE,0.3912,0.3198,0.4666,0.3908,3,3,3,0.4989,20.5049,3,0.5928,1.3627,2,NA,NA,NA,NA,0.1805,0.2407,11,0.1699,0.4595,0,0.0927,0,Bayes-M17-med
Biringi,Ituri,2,FALSE,0.3467,0.2826,0.4151,0.3464,4,4,4,0.4276,17.5742,4,0.5254,1.1679,3,NA,NA,NA,NA,0.3494,0.4129,4,0.3958,0.4865,0,0.5154,0,Bayes-M17-med
Mutwanga,Nord-Kivu,2,FALSE,0.3363,0.2734,0.4043,0.3358,5,5,5,0.4117,16.92,5,0.5096,NA,NA,3.6353,1,NA,NA,0.2408,0.2761,7,0.2606,0.4672,0,0.2355,0,Bayes-M17-med
Makoro,Haut-Uele,2,FALSE,0.2662,0.2144,0.3233,0.2656,6,6,6,0.3105,12.7605,6,0.4034,NA,NA,NA,NA,1.1842,2,0.3822,0.3468,5,0.556,0.5483,0,0.4247,0,Bayes-M17-med
Kayna,Nord-Kivu,2,FALSE,0.2506,0.2012,0.3045,0.2501,7,7,7,0.2893,11.8895,7,0.3797,NA,NA,2.5545,2,NA,NA,0.3113,0.2659,9,0.2278,0.6332,0,0.3842,0,Bayes-M17-med
Dungu,Haut-Uele,2,FALSE,0.2301,0.1815,0.2832,0.2294,8,8,9,0.2623,10.7814,8,0.3488,NA,NA,NA,NA,1.0005,3,0.5275,0.4138,3,0.8726,0.5598,0,0.6776,0,Bayes-M17-med
Angumu,Ituri,2,FALSE,0.2278,0.1821,0.2776,0.2272,9,8,9,0.2592,10.6505,9,0.3451,0.7078,4,NA,NA,NA,NA,0.11,0.0854,36,0.1641,0.1641,0,0.112,0,Bayes-M17-med
Karisimbi,Nord-Kivu,2,FALSE,0.1866,0.1485,0.2287,0.186,10,10,10,0.207,8.5064,10,0.2828,NA,NA,1.8276,3,NA,NA,0.1597,0.1016,28,0.0907,0.5154,0,0.0328,0,Bayes-M17-med
Biena,Nord-Kivu,2,FALSE,0.1771,0.1414,0.2168,0.1763,11,11,11,0.1954,8.0283,11,0.2684,NA,NA,1.7249,4,NA,NA,0.2013,0.1215,24,0.251,0.166,0,0.388,0,Bayes-M17-med
Linga,Ituri,2,FALSE,0.1608,0.1264,0.1986,0.1601,12,12,13,0.1756,7.218,12,0.2437,0.4797,5,NA,NA,NA,NA,0.2148,0.1177,25,0.1969,0.3417,0,0.3205,0,Bayes-M17-med
Jiba,Ituri,2,FALSE,0.156,0.1226,0.1928,0.1553,13,13,14,0.1699,6.9821,13,0.2364,0.464,6,NA,NA,NA,NA,0.1651,0.0878,34,0.1815,0.1274,0,0.3514,0,Bayes-M17-med
Laybo,Ituri,2,FALSE,0.1494,0.1136,0.1923,0.1487,14,12,17,0.1623,6.6682,14,0.2265,0.4431,7,NA,NA,NA,NA,0.3393,0.1728,15,0.3069,0.556,0,0.4942,0,Bayes-M17-med
Niangara,Haut-Uele,2,FALSE,0.1442,0.11,0.183,0.1434,15,14,17,0.156,6.413,15,0.2185,NA,NA,NA,NA,0.5951,4,0.5512,0.2709,8,0.8031,0.4324,0,0.9691,0,Bayes-M17-med
Nyiragongo,Nord-Kivu,2,FALSE,0.1433,0.1132,0.1769,0.1427,16,14,18,0.1549,6.3654,16,0.2171,NA,NA,1.3676,5,NA,NA,0.2891,0.1412,20,0.2432,0.8764,0,0.0367,0,Bayes-M17-med
Bafwagbogbo,Tshopo,2,FALSE,0.1424,0.109,0.1806,0.1416,17,15,18,0.1539,6.3255,17,0.2158,NA,NA,NA,NA,NA,NA,0.3948,0.1916,12,0.8591,0.027,0,0.6931,0,Bayes-M17-med
Adi,Ituri,2,FALSE,0.1341,0.1034,0.1693,0.1336,18,16,22,0.1443,5.9305,18,0.2033,0.3941,8,NA,NA,NA,NA,0.3977,0.1819,13,0.2587,0.7104,0,0.6216,0,Bayes-M17-med
Rutshuru,Nord-Kivu,2,FALSE,0.1312,0.1037,0.1619,0.1307,19,17,20,0.1409,5.7896,19,0.1989,NA,NA,1.2439,6,NA,NA,0.3721,0.1664,17,0.4093,0.9942,0,0.0849,0,Bayes-M17-med
Viadana,Bas-Uele,2,FALSE,0.1306,0.0991,0.1667,0.1299,20,17,23,0.1402,5.7616,20,0.1979,NA,NA,NA,NA,NA,NA,0.6846,0.3047,6,0.9131,0.9788,0,0.8465,0,Bayes-M17-med
Kirotshe,Nord-Kivu,2,FALSE,0.1242,0.0976,0.154,0.1236,21,20,21,0.1328,5.4596,21,0.1883,NA,NA,1.173,7,NA,NA,0.3842,0.1627,18,0.3764,0.9961,0,0.1641,0,Bayes-M17-med
Alimbongo,Nord-Kivu,2,FALSE,0.1217,0.0959,0.1508,0.1212,22,21,22,0.1299,5.3399,22,0.1844,NA,NA,1.1473,8,NA,NA,0.4262,0.1768,14,0.5849,0.7471,0,0.3726,0,Bayes-M17-med
Manguredjipa,Nord-Kivu,2,FALSE,0.1159,0.092,0.1427,0.1152,23,22,24,0.1234,5.0703,23,0.1757,NA,NA,1.0894,9,NA,NA,0.3475,0.1373,21,0.778,0.0579,0,0.5541,0,Bayes-M17-med
Tshopo,Tshopo,2,FALSE,0.1088,0.0858,0.135,0.1084,24,24,25,0.1154,4.7414,24,0.1649,NA,NA,NA,NA,NA,NA,0.2466,0.0915,31,0.361,0.334,0,0.2915,0,Bayes-M17-med
Poko,Bas-Uele,2,FALSE,0.1042,0.0792,0.1326,0.1037,25,23,27,0.1102,4.5286,25,0.1579,NA,NA,NA,NA,NA,NA,0.7271,0.2583,10,0.9923,0.9517,0,0.9643,0,Bayes-M17-med
Rwanguba,Nord-Kivu,2,FALSE,0.1021,0.0802,0.1269,0.1016,26,25,26,0.10780000000000001,4.4313,26,0.1547,NA,NA,0.9521,10,NA,NA,0.2442,0.085,37,0.2085,0.7027,0,0.0656,0,Bayes-M17-med
Kamango,Nord-Kivu,2,FALSE,0.1009,0.079,0.1254,0.1003,27,26,27,0.1064,4.374,27,0.1528,NA,NA,0.9398,11,NA,NA,0.4373,0.1503,19,0.6583,0.917,0,0.1737,0,Bayes-M17-med
Kibirizi,Nord-Kivu,2,FALSE,0.0864,0.0678,0.1073,0.086,28,28,28,0.0904,3.7154,28,0.1309,NA,NA,0.7983,12,NA,NA,0.4175,0.1229,23,0.5405,0.8552,0,0.2741,0,Bayes-M17-med
Ibanda,Sud-Kivu,2,FALSE,0.0753,0.0588,0.0938,0.0748,29,29,29,0.0783,3.2184,29,0.1141,NA,NA,NA,NA,NA,NA,0.2307,0.0592,47,0.083,0.6216,0,0.2181,0,Bayes-M17-med
Nsele,Kinshasa,2,FALSE,0.074,0.058,0.092,0.0737,30,30,31,0.0769,3.1623,30,0.1121,NA,NA,NA,NA,NA,NA,0.1583,0.0399,52,0.139,0.3996,0,0.0946,0,Bayes-M17-med
Faradje,Haut-Uele,2,FALSE,0.0733,0.0568,0.0919,0.0728,31,30,31,0.0762,3.1298,31,0.111,NA,NA,NA,NA,0.2904,5,0.4474,0.1117,26,0.7606,0.666,0,0.3629,0,Bayes-M17-med
Minova,Sud-Kivu,2,FALSE,0.0703,0.0548,0.0879,0.0699,32,32,33,0.0729,2.9977,32,0.1065,NA,NA,NA,NA,NA,NA,0.3866,0.0926,29,0.4421,0.9826,0,0.1216,0,Bayes-M17-med
Ganga,Bas-Uele,2,FALSE,0.0695,0.0525,0.089,0.0691,33,32,34,0.0721,2.9628,33,0.1053,NA,NA,NA,NA,NA,NA,0.7218,0.171,16,0.9672,0.9556,0,0.9643,0,Bayes-M17-med
Gombe,Kinshasa,2,FALSE,0.0688,0.053900000000000003,0.0855,0.0685,34,32,34,0.0713,2.9319,34,0.1043,NA,NA,NA,NA,NA,NA,0.1622,0.038,53,0.0695,0.5695,0,0.0097,0,Bayes-M17-med
Mweso,Nord-Kivu,2,FALSE,0.0645,0.0502,0.0807,0.0641,35,35,36,0.0667,2.7414,35,0.0977,NA,NA,0.589,13,NA,NA,0.4189,0.0921,30,0.4498,0.9614,0,0.2645,0,Bayes-M17-med
Aba,Haut-Uele,2,FALSE,0.0642,0.0499,0.0808,0.0638,36,35,37,0.0664,2.7286,36,0.0973,NA,NA,NA,NA,0.2532,6,0.569,0.1245,22,0.6004,0.6853,0,0.9903,0,Bayes-M17-med
Banalia,Tshopo,2,FALSE,0.0621,0.0474,0.0788,0.0617,37,36,38,0.0642,2.6384,37,0.0942,NA,NA,NA,NA,NA,NA,0.4242,0.0899,33,0.7799,0.1178,0,0.7992,0,Bayes-M17-med
Masisi,Nord-Kivu,2,FALSE,0.0603,0.0469,0.0755,0.06,38,37,38,0.0623,2.5595,38,0.0914,NA,NA,0.54990000000000006,14,NA,NA,0.4402,0.0905,32,0.4324,0.9575,0,0.3707,0,Bayes-M17-med
Kadutu,Sud-Kivu,2,FALSE,0.0571,0.0446,0.0712,0.0567,39,39,40,0.0588,2.4158,39,0.0865,NA,NA,NA,NA,NA,NA,0.1636,0.0318,62,0.0579,0.3861,0,0.2104,0,Bayes-M17-med
Katana,Sud-Kivu,2,FALSE,0.0569,0.0444,0.0711,0.0566,40,39,40,0.0587,2.4106,40,0.0863,NA,NA,NA,NA,NA,NA,0.3224,0.0626,44,0.2471,0.9112,0,0.1313,0,Bayes-M17-med
Bambo,Nord-Kivu,2,FALSE,0.0546,0.0426,0.0681,0.0543,42,41,43,0.0561,2.3067,41,0.0827,NA,NA,0.4956,15,NA,NA,0.3962,0.0737,39,0.5521,0.9073,0,0.1255,0,Bayes-M17-med
Binza,Nord-Kivu,2,FALSE,0.0545,0.0424,0.0682,0.0542,42,41,44,0.0561,2.3044,42,0.0826,NA,NA,0.4951,16,NA,NA,0.3518,0.0654,41,0.471,0.8378,0,0.0985,0,Bayes-M17-med
Limete,Kinshasa,2,FALSE,0.0544,0.0426,0.0678,0.0542,43,41,44,0.056,2.3018,43,0.0825,NA,NA,NA,NA,NA,NA,0.056,0.0104,125,0.0405,0.1371,0,0.0463,0,Bayes-M17-med
Binza Ozone,Kinshasa,2,FALSE,0.0542,0.0424,0.0676,0.054,44,42,44,0.0558,2.2922,44,0.0822,NA,NA,NA,NA,NA,NA,0.152,0.0281,70,0.0734,0.5232,0,0.0116,0,Bayes-M17-med
